INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (186, 1, 1, 6, 1000, TO_DATE('2024-01-01','YYYY-MM-DD'), 51.5, 'Agendada', 1, 25.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (227, 4, 14, 45, 1041, TO_DATE('2024-01-14','YYYY-MM-DD'), 80.5, 'Cancelada', 1, 40.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (228, 5, 15, 48, 1042, TO_DATE('2024-01-15','YYYY-MM-DD'), 79.5, 'Agendada', 1, 39.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (229, 5, 15, 48, 1043, TO_DATE('2024-01-15','YYYY-MM-DD'), 81.0, 'Realizada', 1, 40.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (230, 5, 15, 48, 1044, TO_DATE('2024-01-15','YYYY-MM-DD'), 82.5, 'Cancelada', 1, 41.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (231, 6, 16, 51, 1045, TO_DATE('2024-01-16','YYYY-MM-DD'), 81.5, 'Agendada', 1, 40.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (232, 6, 16, 51, 1046, TO_DATE('2024-01-16','YYYY-MM-DD'), 83.0, 'Realizada', 1, 41.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (233, 6, 16, 51, 1047, TO_DATE('2024-01-16','YYYY-MM-DD'), 84.5, 'Cancelada', 1, 42.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (234, 7, 17, 54, 1048, TO_DATE('2024-01-17','YYYY-MM-DD'), 83.5, 'Agendada', 1, 41.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (235, 7, 17, 54, 1049, TO_DATE('2024-01-17','YYYY-MM-DD'), 85.0, 'Realizada', 1, 42.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (236, 7, 17, 54, 1050, TO_DATE('2024-01-17','YYYY-MM-DD'), 86.5, 'Cancelada', 1, 43.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (237, 8, 18, 57, 1051, TO_DATE('2024-01-18','YYYY-MM-DD'), 85.5, 'Agendada', 1, 42.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (238, 8, 18, 57, 1052, TO_DATE('2024-01-18','YYYY-MM-DD'), 87.0, 'Realizada', 1, 43.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (239, 8, 18, 57, 1053, TO_DATE('2024-01-18','YYYY-MM-DD'), 88.5, 'Cancelada', 1, 44.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (240, 9, 19, 60, 1054, TO_DATE('2024-01-19','YYYY-MM-DD'), 87.5, 'Agendada', 1, 43.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (241, 9, 19, 60, 1055, TO_DATE('2024-01-19','YYYY-MM-DD'), 89.0, 'Realizada', 1, 44.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (242, 9, 19, 60, 1056, TO_DATE('2024-01-19','YYYY-MM-DD'), 90.5, 'Cancelada', 1, 45.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (243, 10, 20, 63, 1057, TO_DATE('2024-01-20','YYYY-MM-DD'), 89.5, 'Agendada', 1, 44.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (244, 10, 20, 63, 1058, TO_DATE('2024-01-20','YYYY-MM-DD'), 91.0, 'Realizada', 1, 45.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (245, 10, 20, 63, 1059, TO_DATE('2024-01-20','YYYY-MM-DD'), 92.5, 'Cancelada', 1, 46.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (246, 1, 1, 66, 1060, TO_DATE('2024-01-21','YYYY-MM-DD'), 91.5, 'Agendada', 1, 45.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (247, 1, 1, 66, 1061, TO_DATE('2024-01-21','YYYY-MM-DD'), 93.0, 'Realizada', 1, 46.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (248, 1, 1, 66, 1062, TO_DATE('2024-01-21','YYYY-MM-DD'), 94.5, 'Cancelada', 1, 47.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (249, 2, 2, 69, 1063, TO_DATE('2024-01-22','YYYY-MM-DD'), 93.5, 'Agendada', 1, 46.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (250, 2, 2, 69, 1064, TO_DATE('2024-01-22','YYYY-MM-DD'), 95.0, 'Realizada', 1, 47.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (251, 2, 2, 69, 1065, TO_DATE('2024-01-22','YYYY-MM-DD'), 96.5, 'Cancelada', 1, 48.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (252, 3, 3, 72, 1066, TO_DATE('2024-01-23','YYYY-MM-DD'), 95.5, 'Agendada', 1, 47.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (253, 3, 3, 72, 1067, TO_DATE('2024-01-23','YYYY-MM-DD'), 97.0, 'Realizada', 1, 48.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (254, 3, 3, 72, 1068, TO_DATE('2024-01-23','YYYY-MM-DD'), 98.5, 'Cancelada', 1, 49.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (255, 4, 4, 75, 1069, TO_DATE('2024-01-24','YYYY-MM-DD'), 97.5, 'Agendada', 1, 48.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (256, 4, 4, 75, 1070, TO_DATE('2024-01-24','YYYY-MM-DD'), 99.0, 'Realizada', 1, 49.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (257, 4, 4, 75, 1071, TO_DATE('2024-01-24','YYYY-MM-DD'), 100.5, 'Cancelada', 1, 50.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (258, 5, 5, 78, 1072, TO_DATE('2024-01-25','YYYY-MM-DD'), 99.5, 'Agendada', 1, 49.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (259, 5, 5, 78, 1073, TO_DATE('2024-01-25','YYYY-MM-DD'), 101.0, 'Realizada', 1, 50.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (260, 5, 5, 78, 1074, TO_DATE('2024-01-25','YYYY-MM-DD'), 102.5, 'Cancelada', 1, 51.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (261, 6, 6, 81, 1075, TO_DATE('2024-01-26','YYYY-MM-DD'), 101.5, 'Agendada', 1, 50.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (262, 6, 6, 81, 1076, TO_DATE('2024-01-26','YYYY-MM-DD'), 103.0, 'Realizada', 1, 51.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (263, 6, 6, 81, 1077, TO_DATE('2024-01-26','YYYY-MM-DD'), 104.5, 'Cancelada', 1, 52.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (264, 7, 7, 84, 1078, TO_DATE('2024-01-27','YYYY-MM-DD'), 103.5, 'Agendada', 1, 51.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (265, 7, 7, 84, 1079, TO_DATE('2024-01-27','YYYY-MM-DD'), 105.0, 'Realizada', 1, 52.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (266, 7, 7, 84, 1080, TO_DATE('2024-01-27','YYYY-MM-DD'), 106.5, 'Cancelada', 1, 53.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (267, 8, 8, 87, 1081, TO_DATE('2024-01-28','YYYY-MM-DD'), 105.5, 'Agendada', 1, 52.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
